-8.4779,-4.0298,-0.1111
7.7129,4.8521,2.0878
7.2872,8.7787,2.9872
2.12,1.2426,-2.2878
8.7802,9.4574,2.4835
2.8031,-2.4044,-5.2191
-7.7891,3.7936,-0.5334
4.9644,6.3044,-8.7528
-9.1996,-4.4619,1.6318
-9.819,-4.6372,0.196
9.6407,8.8724,4.9514
7.2507,1.9518,4.0169
0.2812,-10.6044,7.8798
7.1465,7.295,-8.4706
-6.234,7.5204,5.4773
-2.3089,-4.4146,9.0318
10.0819,10.4213,-6.034
4.6122,1.9984,-3.9646
0.7622,-9.7969,6.0443
-7.2854,-4.373,1.0236
3.1574,2.1352,-1.2726
6.3683,10.9767,1.5376
7.5659,7.8913,4.0697
10.2102,6.491,-6.8239
-2.3194,-9.5517,0.1795
8.0559,10.0733,-5.4834
6.1578,1.9716,3.7566
5.8093,4.6837,3.4951
3.6435,2.6119,-4.1138
-6.9996,8.7766,4.3181
7.4522,8.9819,-8.3105
-0.9607,-10.3529,6.2161
-9.4311,-3.4211,1.5794
-0.1019,-9.8044,6.1715
-0.6496,-9.8353,-0.0978
7.523,4.7259,3.0211
8.5862,6.5223,-10.9861
-6.9268,-1.9837,2.1705
6.2249,10.1685,2.9343
-0.233,-8.5351,5.802
-1.6847,-7.9302,-2.4455
3.4395,3.4463,-3.0885
10.8502,8.4493,-6.2063
5.8318,4.6632,5.1317
-4.2316,-8.751,-1.9886
-0.3703,-10.1196,6.2191
-1.2066,-9.3418,0.3545
-6.0041,4.8155,-2.4873
-7.422,4.4987,-1.3177
8.8389,9.831,1.8797
6.499,8.2077,3.6591
6.9896,6.4282,-8.6419
-6.4244,4.3922,-0.5608
-2.5249,-1.5817,7.2746
9.9723,9.2996,-6.1583
2.8848,3.2119,-2.3135
-6.1498,7.2694,-0.6841
-8.8485,-3.03,0.7066
-0.1639,-10.4396,6.5641
9.485,9.4872,-6.0127
8.8022,11.0061,2.5655
3.2811,-4.7804,-5.133
5.7439,7.7962,-9.4958
-5.3266,9.4586,5.6815
6.4183,9.1586,3.8932
7.6518,8.3021,-4.5874
-6.1465,4.7467,-2.3047
-5.8073,5.3978,-3.367
-3.2487,-8.8649,0.7851
5.4818,-2.7505,-4.8015
6.4895,6.7514,-11.1753
7.4425,4.2551,4.4296
-7.0923,-5.1405,0.1857
9.8459,9.1756,2.6164
-5.9212,7.5174,4.3651
9.1908,10.7876,2.4975
6.6384,10.7379,1.5626
-7.2186,7.6208,2.8636
4.8396,3.9673,-2.7654
-1.7899,-8.8952,-0.29
-8.7919,-4.4832,1.2924
3.9442,-3.0032,-3.6911
6.2357,8.7407,2.915
-5.2774,5.2859,-2.3317
5.1679,2.8957,3.4969
3.5225,2.2904,-3.8746
-8.0547,-2.3985,0.8907
8.0299,7.7773,2.5938
6.2532,5.8933,-11.772
4.9783,-2.6417,-4.589
-4.5706,8.175,5.1376
7.4486,5.458,-7.5884
6.002,1.8214,2.0984
-6.1753,5.5964,-2.7074
5.9545,6.7586,-9.188
9.1924,8.8032,-4.19
4.464,-5.0371,-4.9362
5.9766,7.0609,4.6824
7.2818,4.1535,3.6554
3.3092,2.3356,-3.2876
-7.645,-4.2933,0.7456
